time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-03-18T13:09:31.530Z,40.751,-112.0783333,11.9,5.7,mw,54,50,0.04022,0.2,uu,uu60363602,2022-06-01T11:05:58.457Z,"5 km NNE of Magna, Utah",earthquake,0.3,0.39,,0,reviewed,uu,uu
2020-03-18T05:31:33.938Z,-11.0517,164.4588,10,5.5,mww,,22,4.72,1.07,us,us60008hml,2020-06-06T20:53:46.040Z,"150 km WSW of Lata, Solomon Islands",earthquake,8.5,1.7,0.052,36,reviewed,us,us
2020-03-18T03:13:45.742Z,-13.1364,167.0277,176,6.1,mww,,23,2.303,0.8,us,us60008hkg,2020-06-06T20:53:45.040Z,"99 km NW of Sola, Vanuatu",earthquake,8.5,1.8,0.043,51,reviewed,us,us
2020-03-17T16:06:22.370Z,-16.0252,-172.1911,10,6,mww,,42,3.724,0.63,us,us60008h76,2020-05-30T22:17:18.040Z,"171 km E of Hihifo, Tonga",earthquake,7.8,1.8,0.06,27,reviewed,us,us
2020-03-17T08:12:03.636Z,-36.1555,-73.1685,33.03,5.6,mww,,35,1.473,0.97,us,us60008gzt,2022-03-10T05:08:32.695Z,"54 km NNW of Tomé, Chile",earthquake,3.4,2.9,0.043,51,reviewed,us,us
2020-03-14T10:05:15.903Z,-36.545,178.8162,48.06,5.8,mww,,55,1.094,0.74,us,us60008hpv,2020-05-30T22:17:19.040Z,"211 km NE of Opotiki, New Zealand",earthquake,9.4,2.8,0.073,18,reviewed,us,us
2020-03-14T10:01:17.118Z,-27.367,-175.6102,11,6.4,mww,,22,2.771,0.8,us,us60008fl8,2020-05-30T22:17:07.040Z,Kermadec Islands region,earthquake,7.9,1.7,0.048,42,reviewed,us,us
2020-03-12T12:50:27.596Z,-19.1046,-172.8712,10,5.5,mww,,40,2.784,1.26,us,us60008e9x,2020-05-30T22:17:03.040Z,"127 km ESE of Neiafu, Tonga",earthquake,7.9,1.7,0.061,26,reviewed,us,us
2020-03-10T14:06:26.665Z,-5.837,103.0187,26.18,5.7,mww,,48,1.468,0.78,us,us60008d51,2020-05-23T22:03:30.040Z,"201 km S of Pagar Alam, Indonesia",earthquake,7.6,3.9,0.062,25,reviewed,us,us
2020-03-10T11:13:48.478Z,1.171,-90.6425,10,5.6,mww,,76,10.242,0.6,us,us60008d3z,2020-05-23T22:03:10.040Z,"214 km N of Puerto Ayora, Ecuador",earthquake,11.1,1.9,0.047,44,reviewed,us,us
2020-03-09T02:59:08.860Z,40.3916667,-125.0936667,3.19,5.77,mw,40,277,0.5832,0.29,nc,nc73351710,2022-02-22T07:43:40.628Z,"69km W of Petrolia, CA",earthquake,0.99,1.38,,4,reviewed,nc,nc
2020-03-07T05:43:45.580Z,-17.8921,167.85,10,5.5,mww,,95,2.509,0.68,us,us60008bj6,2020-05-23T22:03:31.040Z,"52 km WSW of Port-Vila, Vanuatu",earthquake,7.6,1.8,0.068,21,reviewed,us,us
2020-03-06T10:28:42.029Z,-31.368,58.3242,10,6,mww,,19,10.415,0.58,us,us60008ay3,2020-05-23T22:03:30.040Z,Southwest Indian Ridge,earthquake,4.7,1.7,0.049,40,reviewed,us,us
2020-03-05T06:57:41.361Z,-28.4189,-67.4978,105.86,5.5,mww,,28,2.14,1.05,us,us600089zt,2020-05-23T22:03:16.040Z,"39 km S of Tinogasta, Argentina",earthquake,5.7,3.9,0.04,60,reviewed,us,us
2020-03-02T00:31:15.355Z,51.1069,-179.85,19.72,5.7,mww,,34,0.598,1,us,us600087lz,2020-05-19T22:14:17.040Z,"239 km WSW of Adak, Alaska",earthquake,3.8,1.4,0.038,67,reviewed,us,us
2020-02-28T07:41:50.508Z,-18.9008,-172.9039,10,5.7,mww,,47,2.822,0.96,us,us600085x5,2020-05-19T22:14:05.040Z,"117 km ESE of Neiafu, Tonga",earthquake,9.6,1.9,0.069,20,reviewed,us,us
2020-02-27T19:13:02.974Z,3.7953,125.7576,122,5.5,mww,,32,3.257,1.32,us,us600085g3,2020-05-19T22:14:02.040Z,"180 km S of Sarangani, Philippines",earthquake,7.4,1.8,0.058,29,reviewed,us,us
2020-02-26T07:33:12.952Z,-7.4887,131.1196,54,6,mww,,21,0.521,1.05,us,us600084gu,2022-03-10T05:07:25.025Z,"273 km SW of Tual, Indonesia",earthquake,6.3,1.8,0.057,30,reviewed,us,us
2020-02-23T16:00:31.626Z,38.4958,44.3732,10,6,mww,,18,1.049,0.92,us,us70007v9g,2022-03-10T05:06:48.661Z,"37 km ESE of Özalp, Turkey",earthquake,3.5,1.8,0.05,38,reviewed,us,us
2020-02-23T05:53:01.055Z,38.4465,44.4168,10,5.8,mww,,22,1.075,0.78,us,us70007v29,2022-03-10T05:06:34.354Z,"41 km NW of Salm?s, Iran",earthquake,4.7,1.8,0.055,32,reviewed,us,us
2020-02-22T23:12:36.918Z,-38.1463,-93.7502,10,5.5,mww,,20,15.895,0.62,us,us70007uy4,2020-05-09T21:41:12.040Z,West Chile Rise,earthquake,9.6,1.7,0.041,56,reviewed,us,us
2020-02-22T19:46:11.305Z,-21.8248,-174.6574,10,5.6,mww,,41,5.21,0.82,us,us70007uvu,2020-05-09T21:41:12.040Z,"62 km SSE of ‘Ohonua, Tonga",earthquake,8.8,1.8,0.068,21,reviewed,us,us
2020-02-20T18:57:36.124Z,53.7001,160.6757,32,5.8,mww,,68,1.39,0.96,us,us70007trb,2020-05-09T21:41:04.040Z,"153 km ENE of Petropavlovsk-Kamchatsky, Russia",earthquake,7.4,1.7,0.055,32,reviewed,us,us
2020-02-18T07:29:39.013Z,85.729,22.6943,10,5.5,mww,,20,7.638,0.72,us,us70007s90,2020-11-07T06:17:12.758Z,north of Svalbard,earthquake,7.5,1.1,0.046,45,reviewed,us,us
2020-02-15T23:00:27.251Z,-3.3456,131.4839,10,5.6,mww,,14,0.873,1.01,us,us70007r1x,2020-05-02T22:09:56.040Z,"273 km S of Sorong, Indonesia",earthquake,4.6,1.6,0.051,37,reviewed,us,us
2020-02-15T09:39:15.121Z,-15.6935,179.9662,10,5.7,mww,,114,2.742,0.7,us,us70007qt0,2020-05-02T22:09:52.040Z,"104 km NE of Labasa, Fiji",earthquake,9.7,1.9,0.069,20,reviewed,us,us
2020-02-14T05:59:00.044Z,-56.6552,-142.2857,10,5.6,mww,,55,25.192,0.76,us,us70007q3m,2020-05-02T22:09:50.040Z,Pacific-Antarctic Ridge,earthquake,5.2,1.8,0.098,10,reviewed,us,us
2020-02-09T09:42:24.634Z,-4.584,149.5164,551.51,5.5,mww,,29,2.668,0.82,us,us70007m02,2020-04-25T22:18:57.040Z,"127 km NNW of Kimbe, Papua New Guinea",earthquake,10.2,7.4,0.117,7,reviewed,us,us
2020-02-09T06:04:29.967Z,-5.4925,152.1522,34,6.1,mww,,46,1.292,0.99,us,us70007lwy,2022-03-10T05:05:41.090Z,"127 km S of Kokopo, Papua New Guinea",earthquake,6.7,1.8,0.056,31,reviewed,us,us
2020-02-08T14:32:58.625Z,-59.9212,-25.5526,16,6,mww,,85,8.201,0.95,us,us70007lik,2020-04-25T22:18:45.040Z,South Sandwich Islands region,earthquake,10,1.5,0.046,46,reviewed,us,us
2020-02-08T06:36:44.095Z,-2.8766,129.9354,10,5.6,mww,,61,2.311,0.69,us,us70007lf3,2022-03-10T05:05:25.928Z,"123 km ENE of Amahai, Indonesia",earthquake,6.1,1.2,0.062,25,reviewed,us,us
2020-02-07T18:52:50.743Z,-59.3919,-60.2116,10,5.5,mww,,78,2.954,0.88,us,us70007l2h,2020-04-25T22:18:32.040Z,Drake Passage,earthquake,7.1,1.7,0.073,18,reviewed,us,us
2020-02-06T13:40:05.791Z,5.4543,126.5692,19,6,mww,,44,1.882,1.2,us,us70007jwn,2021-05-16T02:06:35.645Z,"109 km SSE of Pondaguitan, Philippines",earthquake,5.2,1.7,0.046,45,reviewed,us,us
2020-02-05T18:12:37.734Z,-6.0817,113.0778,592.42,6.2,mww,,31,5.479,1.04,us,us70007j6z,2020-04-25T22:17:58.040Z,"113 km NNE of Bangkalan, Indonesia",earthquake,8.3,4.2,0.041,58,reviewed,us,us
2020-02-05T12:17:05.396Z,-54.597,158.7366,10,5.8,mww,,53,9.84,0.76,us,us70007j07,2020-04-25T22:17:53.040Z,Macquarie Island region,earthquake,10.2,1.8,0.052,36,reviewed,us,us
2020-02-02T03:32:44.517Z,13.8186,-92.8609,10,5.6,mww,,61,1.227,1.19,us,us60007mj2,2020-04-18T22:10:13.040Z,"104 km SW of Brisas Barra de Suchiate, Mexico",earthquake,4.5,1.7,0.034,83,reviewed,us,us
2020-01-31T13:53:31.671Z,-25.3656,178.4003,574.81,5.7,mww,,40,5.059,1.15,us,us60007lbm,2020-04-18T22:10:03.040Z,south of the Fiji Islands,earthquake,11.4,4.2,0.073,18,reviewed,us,us
2020-01-30T22:38:55.320Z,-3.3797,146.1673,10,5.9,mww,,41,1.787,1.08,us,us60007kv1,2020-04-18T22:09:58.040Z,"192 km SW of Lorengau, Papua New Guinea",earthquake,5.1,1.8,0.073,18,reviewed,us,us
2020-01-30T11:21:36.743Z,35.1817,27.7814,10,5.7,mww,,36,0.624,1.16,us,us60007jzj,2020-04-18T22:09:56.040Z,"63 km SE of Karpathos, Greece",earthquake,5.2,1.8,0.052,36,reviewed,us,us
2020-01-30T01:28:05.202Z,35.1565,27.8845,10,5.5,mww,,33,0.708,0.9,us,us60007jpa,2020-04-18T22:09:55.040Z,"72 km ESE of Karpathos, Greece",earthquake,5.3,1.8,0.055,32,reviewed,us,us
2020-01-29T23:46:56.062Z,0.7136,126.3292,27.01,5.8,mww,,25,1.039,0.88,us,us60007jmj,2020-04-18T22:09:54.040Z,"117 km W of Ternate, Indonesia",earthquake,6.1,3.1,0.052,36,reviewed,us,us
2020-01-29T13:49:49.744Z,-10.418,161.2756,85,6,mww,,20,1.63,0.8,us,us60007j2w,2020-04-18T22:09:52.040Z,"70 km W of Kirakira, Solomon Islands",earthquake,6.4,1.8,0.041,57,reviewed,us,us
2020-01-28T21:55:16.450Z,18.9457,-80.7411,10,6.1,mww,,66,3.124,0.85,us,us60007iig,2022-03-10T05:04:35.885Z,"55 km SE of East End, Cayman Islands",earthquake,8.2,1.8,0.098,10,reviewed,us,us
2020-01-28T18:16:44.073Z,-30.2403,-72.3456,7.45,5.5,mww,,87,0.75,0.77,us,us60007ibj,2020-04-11T18:21:03.040Z,"102 km WSW of Coquimbo, Chile",earthquake,4.3,3.1,0.046,46,reviewed,us,us
2020-01-28T15:38:34.436Z,35.2183,27.8918,10,5.5,mww,,37,0.681,0.65,us,us60007i7j,2020-04-11T18:21:02.040Z,"69 km ESE of Karpathos, Greece",earthquake,5.2,1.7,0.052,35,reviewed,us,us
2020-01-27T05:02:01.704Z,-10.0929,161.0606,21,6.3,mww,,18,8.012,0.98,us,us60007gyx,2022-03-10T05:03:27.173Z,"102 km WNW of Kirakira, Solomon Islands",earthquake,5.2,1.8,0.043,51,reviewed,us,us
2020-01-26T22:33:39.375Z,51.0865,-179.9464,35,5.7,mww,,77,0.556,0.73,us,us60007gra,2021-03-10T00:20:20.091Z,"246 km WSW of Adak, Alaska",earthquake,4.6,1.8,0.038,68,reviewed,us,us
2020-01-26T09:12:08.003Z,51.1664,-179.7462,24.72,5.8,mww,,107,0.635,1.35,us,us60007gca,2020-04-11T18:20:52.040Z,"229 km WSW of Adak, Alaska",earthquake,3.1,3.5,0.037,69,reviewed,us,us
2020-01-26T06:31:55.398Z,51.1338,-179.8892,17,6.1,mww,,21,0.564,1.08,us,us60007g8m,2022-01-11T00:04:48.395Z,"240 km WSW of Adak, Alaska",earthquake,5,1.8,0.033,87,reviewed,us,us
2020-01-26T03:57:18.877Z,51.0472,-179.9262,15.14,5.6,mww,,119,0.588,1.34,us,us60007g6e,2020-04-11T18:20:51.040Z,"246 km WSW of Adak, Alaska",earthquake,4,2,0.033,89,reviewed,us,us
2020-01-24T07:09:15.777Z,39.1651,71.5082,10,5.5,mww,,30,0.392,0.74,us,us60007ei6,2022-03-10T05:02:03.422Z,"7 km S of Karakenja, Tajikistan",earthquake,2.7,1.8,0.071,19,reviewed,us,us
2020-01-23T21:11:28.824Z,-26.9878,-63.3514,554.37,5.5,mww,,22,5.16,0.65,us,us60007e4x,2020-04-11T18:20:42.040Z,"12 km WNW of El Hoyo, Argentina",earthquake,7.9,3.8,0.054,33,reviewed,us,us
2020-01-23T05:53:02.618Z,51.9836,-177.855,10,6.2,mww,,45,0.117,0.95,us,us60007djn,2022-01-08T00:04:40.913Z,"84 km W of Adak, Alaska",earthquake,2.3,1.8,0.036,76,reviewed,us,us
2020-01-22T19:22:16.298Z,39.0724,27.8389,5.6,5.6,mww,,18,0.567,0.66,us,us60007d2r,2022-03-10T05:01:41.040Z,"15 km ESE of K?rka?aç, Turkey",earthquake,4.1,3.1,0.057,30,reviewed,us,us
2020-01-22T18:33:40.491Z,-36.1265,-99.8985,10,5.5,mww,,36,21.166,0.86,us,us60007d0c,2020-04-11T18:20:38.040Z,southeast of Easter Island,earthquake,9.6,1.8,0.061,26,reviewed,us,us
2020-01-22T11:04:12.468Z,54.8754,161.4232,51.91,5.5,mww,,59,2.475,0.87,us,us60007crw,2020-04-11T18:20:37.040Z,"139 km SE of Atlasovo, Russia",earthquake,7.5,3.8,0.041,56,reviewed,us,us
2020-01-22T00:57:20.909Z,-16.5518,177.9519,10,5.5,mww,,24,1.19,1.01,us,us60007cim,2020-04-11T18:20:36.040Z,"112 km NNE of Ba, Fiji",earthquake,6.1,1.7,0.069,20,reviewed,us,us
2020-01-20T06:51:37.818Z,-59.2277,-26.282,93,6.1,mww,,17,15.234,0.71,us,us60007b5x,2020-04-08T19:39:42.040Z,South Sandwich Islands region,earthquake,9.2,1.8,0.053,34,reviewed,us,us
2020-01-19T16:58:20.002Z,-0.1042,123.8025,121.72,6.1,mww,,22,1.389,0.78,us,us60007arp,2020-04-08T19:39:40.040Z,"108 km SE of Gorontalo, Indonesia",earthquake,6.8,3.6,0.05,39,reviewed,us,us
2020-01-19T13:27:56.630Z,39.8353,77.1084,5.55,6,mww,,22,1.964,0.54,us,us60007anp,2022-03-10T05:00:55.779Z,"104 km ENE of Kashgar, China",earthquake,4.6,3,0.062,25,reviewed,us,us
2020-01-18T16:38:14.301Z,-2.8405,139.3363,44,6,mww,,36,7.079,1.02,us,us60007a3h,2022-02-04T19:30:01.193Z,"146 km W of Abepura, Indonesia",earthquake,4.1,1.9,0.053,34,reviewed,us,us
2020-01-17T06:37:52.714Z,-11.6371,-13.782,10,5.8,mww,,55,3.724,0.58,us,us700071ij,2020-04-08T19:40:17.040Z,Ascension Island region,earthquake,8.8,1.9,0.053,34,reviewed,us,us
2020-01-16T09:58:19.100Z,0.1168,-17.09,10,5.6,mww,,41,8.446,0.63,us,us700070uj,2020-04-08T19:40:12.040Z,north of Ascension Island,earthquake,8.9,1.8,0.063,24,reviewed,us,us
2020-01-15T07:55:30.169Z,-10.3733,124.0857,10,5.7,mww,,34,0.447,1.42,us,us7000702n,2022-03-10T04:59:57.531Z,"Timor region, Indonesia",earthquake,5.7,1.7,0.063,24,reviewed,us,us
2020-01-12T02:27:00.348Z,-54.3946,5.2056,10,5.6,mww,,28,17.69,1.31,us,us70006yla,2020-04-02T21:28:18.040Z,Bouvet Island region,earthquake,8.5,1.3,0.068,21,reviewed,us,us
2020-01-11T12:54:45.910Z,17.949,-66.8508,5,5.9,mwp,12,199,0.1945,0.31,pr,pr2020011010,2022-03-10T04:59:41.730Z,"5 km SE of Maria Antonia, Puerto Rico",earthquake,1.11,1.58,0,0,reviewed,pr,pr
2020-01-10T15:21:21.632Z,18.4552,-105.2328,10,5.6,mww,,102,1.64,0.97,us,us70006xjw,2021-12-09T16:13:00.849Z,"101 km SW of Barra de Navidad, Mexico",earthquake,6.4,1.9,0.043,52,reviewed,us,us
2020-01-09T08:38:08.278Z,62.358,171.0611,10,6.4,mww,,21,6.048,0.77,us,us70006wuf,2021-08-27T12:01:13.723Z,"Chukotskiy Avtonomnyy Okrug, Russia",earthquake,6.9,1.5,0.052,36,reviewed,us,us
2020-01-08T07:29:41.457Z,-55.0203,-128.4311,10,5.5,mww,,69,32.289,1.21,us,us70006wd1,2020-04-02T21:27:52.040Z,Pacific-Antarctic Ridge,earthquake,14.8,1.8,0.098,10,reviewed,us,us
2020-01-07T19:11:35.665Z,-5.2046,151.2659,117,6,mww,,22,1.346,1.03,us,us70006vvr,2020-03-21T17:13:24.040Z,"130 km ENE of Kimbe, Papua New Guinea",earthquake,4.1,1.6,0.052,36,reviewed,us,us
2020-01-07T11:18:43.540Z,18.0223,-66.776,9,5.6,mwp,10,177,0.171,0.08,pr,pr2020007010,2022-03-10T04:58:41.200Z,"0 km NW of Magas Arriba, Puerto Rico",earthquake,0.84,1.26,0,0,reviewed,pr,pr
2020-01-07T08:34:01.979Z,17.8919,-66.7217,10,5.6,mww,,40,0.186,1.25,us,us70006vm9,2022-03-10T04:58:26.444Z,"11 km S of Tallaboa, Puerto Rico",earthquake,2.1,1.8,0.075,17,reviewed,us,us
2020-01-07T08:24:25.262Z,17.8686,-66.8266,8.95,6.4,mww,,25,0.117,0.64,us,us70006vll,2022-07-01T18:54:09.215Z,"13 km SSE of Maria Antonia, Puerto Rico",earthquake,2.5,2.1,0.049,40,reviewed,us,us
2020-01-07T06:05:19.759Z,2.3481,96.3575,17,6.3,mww,,33,1.599,0.97,us,us70006vkq,2022-03-10T04:57:43.604Z,"14 km S of Sinabang, Indonesia",earthquake,4.3,1.7,0.043,53,reviewed,us,us
2020-01-06T10:32:18.770Z,17.8675,-66.8193,6,5.8,mwp,19,227,0.1231,0.29,pr,pr2020006006,2022-03-10T04:57:29.200Z,"14 km S of Indios, Puerto Rico",earthquake,1.7,1.14,0,0,reviewed,pr,pr
2020-01-06T01:29:20.741Z,0.231,-16.9866,10,5.6,mww,,38,8.384,1.13,us,us70006v42,2020-03-21T17:13:16.040Z,north of Ascension Island,earthquake,8.4,1.8,0.061,26,reviewed,us,us
2020-01-05T04:40:49.332Z,16.4011,-94.489,87,5.9,mww,,36,0.783,1.14,us,us70006uwq,2022-03-10T04:57:13.987Z,"3 km W of Reforma de Pineda, Mexico",earthquake,3.9,1.8,0.029,117,reviewed,us,us
2020-01-03T15:28:54.137Z,11.7392,-86.2862,106.87,5.5,mww,,74,0.408,1.1,us,us70006u7m,2020-03-21T17:13:16.040Z,"7 km W of Santa Teresa, Nicaragua",earthquake,6.5,3,0.044,50,reviewed,us,us
2020-01-02T18:23:53.135Z,35.8098,141.249,31,5.7,mww,,61,0.912,1.03,us,us70006ttf,2020-03-21T17:13:04.040Z,"38 km ENE of Hasaki, Japan",earthquake,5.9,1.8,0.066,22,reviewed,us,us
2020-01-02T11:25:04.368Z,-5.7527,124.976,10,5.6,mww,,23,3.947,0.97,us,us70006thw,2020-03-21T17:13:03.040Z,"287 km ESE of Katabu, Indonesia",earthquake,5.9,1.7,0.054,33,reviewed,us,us
2020-01-02T04:29:06.582Z,34.1326,60.2681,10,5.5,mww,,45,1.655,0.91,us,us70006tev,2022-03-04T17:36:59.119Z,"81 km SW of T?yb?d, Iran",earthquake,6.6,1.7,0.089,12,reviewed,us,us
2019-12-30T17:18:57.445Z,35.5909,74.628,13.82,5.6,mww,,41,2.236,0.74,us,us70006sj8,2020-07-10T17:56:34.805Z,"46 km SE of Gilgit, Pakistan",earthquake,6.6,3.7,0.061,26,reviewed,us,us
2019-12-28T15:36:35.773Z,-44.6079,37.0941,10,5.7,mww,,45,18.544,0.91,us,us70006rx5,2020-09-27T07:55:18.013Z,Prince Edward Islands region,earthquake,11.7,1.8,0.046,46,reviewed,us,us
2019-12-25T20:20:12.751Z,-25.2226,-115.8438,10,6.1,mww,,38,6.072,1.15,us,us70006r1g,2020-03-14T22:24:43.040Z,southern East Pacific Rise,earthquake,10.8,1.8,0.059,28,reviewed,us,us
2019-12-25T03:36:01.626Z,50.6106,-129.963,6.58,6.3,mww,,77,1.853,0.67,us,us70006qt7,2020-03-14T22:25:03.040Z,"203 km W of Port McNeill, Canada",earthquake,7.2,1.3,0.032,95,reviewed,us,us
2019-12-24T19:19:03.273Z,3.4502,-74.1034,10,5.7,mww,,51,1.402,0.7,us,us70006qp1,2020-07-10T17:56:24.797Z,"9 km NW of Mesetas, Colombia",earthquake,7.1,1.7,0.046,46,reviewed,us,us
2019-12-24T19:03:52.492Z,3.5359,-74.0176,11,6,mww,,36,1.335,0.68,us,us70006qnn,2022-03-27T00:21:57.104Z,"1 km NE of Lejanías, Colombia",earthquake,6.5,1.7,0.041,58,reviewed,us,us
2019-12-24T16:43:33.420Z,-26.964,-63.3857,572.44,6,mww,,31,5.13,0.93,us,us70006qk4,2021-02-27T19:53:04.130Z,"16 km WNW of El Hoyo, Argentina",earthquake,9.1,3,0.04,61,reviewed,us,us
2019-12-23T20:56:23.555Z,50.5169,-129.7573,10,6,mww,,99,1.042,1.05,us,us70006q96,2020-03-07T17:47:53.040Z,"189 km W of Port McNeill, Canada",earthquake,5.7,1.8,0.038,66,reviewed,us,us
2019-12-23T19:49:43.086Z,50.6071,-129.9372,10,6,mww,,100,1.149,1.06,us,us70006q8n,2020-03-07T17:47:53.040Z,"201 km W of Port McNeill, Canada",earthquake,4.4,1.8,0.03,106,reviewed,us,us
2019-12-23T19:13:25.075Z,50.543,-129.8328,10,5.7,mww,,116,1.087,0.93,us,us70006q8f,2020-03-07T17:47:52.040Z,"194 km W of Port McNeill, Canada",earthquake,3.3,1.7,0.032,92,reviewed,us,us
2019-12-23T15:47:56.102Z,13.764,-92.8614,10,5.8,mww,,73,1.36,0.87,us,us70006q68,2020-03-07T17:47:51.040Z,"109 km SW of Ocós, Guatemala",earthquake,6.8,1.8,0.036,73,reviewed,us,us
2019-12-23T06:33:40.312Z,11.5267,141.7335,41.91,5.8,mww,,29,14.599,0.8,us,us70006q2n,2021-12-08T03:52:40.948Z,"235 km NE of Fais, Micronesia",earthquake,8.8,3.6,0.062,25,reviewed,us,us
2019-12-20T11:39:52.874Z,36.5374,70.4555,212,6.1,mww,,18,1.382,0.87,us,us70006p18,2020-07-10T17:55:56.914Z,"49 km SW of Jurm, Afghanistan",earthquake,6.4,1.9,0.058,29,reviewed,us,us
2019-12-19T15:25:58.816Z,1.8052,8.184,10,5.5,mww,,34,2.777,0.73,us,us70006nih,2021-08-31T02:22:32.596Z,"87 km ENE of Santo António, Sao Tome and Principe",earthquake,6.4,1.8,0.065,23,reviewed,us,us
2019-12-19T12:35:31.287Z,13.7354,-91.2255,21,5.9,mww,,58,0.907,1.41,us,us70006ng5,2020-07-10T17:55:46.004Z,"42 km SSW of La Gomera, Guatemala",earthquake,7.3,1.6,0.034,85,reviewed,us,us
2019-12-19T11:55:32.451Z,18.5797,145.6077,186,5.6,mww,,21,3.324,1.11,us,us70006nf0,2021-12-04T03:52:29.330Z,"Pagan region, Northern Mariana Islands",earthquake,7.9,1.9,0.041,58,reviewed,us,us
2019-12-19T04:49:38.944Z,-26.2891,178.3775,616.36,5.6,mww,,27,4.402,0.89,us,us70006nak,2020-03-07T17:47:33.040Z,south of the Fiji Islands,earthquake,9.4,3.8,0.08,15,reviewed,us,us
2019-12-18T01:56:44.349Z,-29.7563,-178.4871,10,5.9,mww,,56,0.704,0.84,us,us60006szl,2020-03-07T17:47:29.040Z,"Kermadec Islands, New Zealand",earthquake,6.3,1.7,0.043,52,reviewed,us,us
2019-12-16T14:49:16.108Z,-2.9702,100.9448,40.28,5.6,mww,,95,2.436,0.73,us,us60006s6p,2020-03-04T21:27:10.040Z,"112 km SSW of Sungai Penuh, Indonesia",earthquake,7.4,4.3,0.062,25,reviewed,us,us
2019-12-15T07:09:20.910Z,6.5335,125.2599,10,5.6,mww,,36,0.619,0.82,us,us60006rpn,2021-05-30T00:31:00.889Z,"9 km SSE of Kiblawan, Philippines",earthquake,7.5,1.8,0.055,32,reviewed,us,us
2019-12-14T04:57:34.937Z,-14.3628,167.7089,7.51,6,mww,,25,1.183,1.38,us,us60006rem,2020-07-10T17:37:38.138Z,"56 km SSE of Sola, Vanuatu",earthquake,7.4,3.4,0.058,29,reviewed,us,us
2019-12-10T17:05:02.138Z,30.7269,141.7195,11,5.8,mww,,14,2.88,0.73,us,us60006ptp,2020-03-04T21:26:51.040Z,"Izu Islands, Japan region",earthquake,6.4,1.7,0.051,37,reviewed,us,us
2019-12-10T08:40:42.625Z,-20.9401,168.6142,10,5.7,mww,,31,0.765,1.44,us,us60006ppb,2020-03-04T21:26:50.040Z,"101 km NE of Tadine, New Caledonia",earthquake,4.9,1.7,0.049,40,reviewed,us,us
2019-12-09T17:59:47.902Z,-52.8364,11.387,10,5.6,mww,,38,19.92,0.84,us,us60006pbw,2020-02-29T19:53:01.040Z,southwest of Africa,earthquake,9.5,1.8,0.08,15,reviewed,us,us
2019-12-06T15:42:44.396Z,-15.0233,-175.0789,10,5.8,mww,,44,3.384,0.8,us,us60006n2z,2020-02-29T19:53:02.040Z,"171 km NW of Hihifo, Tonga",earthquake,7.5,1.8,0.098,10,reviewed,us,us
2019-12-06T13:04:46.540Z,-15.2594,-175.1035,10,6,mww,,47,3.488,0.54,us,us60006n19,2020-02-29T19:53:02.040Z,"159 km WNW of Hihifo, Tonga",earthquake,6.5,1.6,0.089,12,reviewed,us,us
2019-12-05T12:24:44.024Z,5.3809,126.754,44,5.6,mww,,36,2.044,0.85,us,us60006mdf,2020-02-29T19:52:53.040Z,"125 km SSE of Pondaguitan, Philippines",earthquake,7.1,1.9,0.065,23,reviewed,us,us
2019-12-05T02:03:18.954Z,45.336,150.1395,36,5.5,mww,,57,5.378,0.59,us,us60006m7z,2020-02-29T19:52:51.040Z,"177 km E of Kuril’sk, Russia",earthquake,7.3,1.2,0.093,11,reviewed,us,us
2019-12-04T20:10:03.595Z,-19.0677,169.5748,266,6,mww,,20,2.804,0.72,us,us60006m2j,2020-02-29T19:53:03.040Z,"60 km NNE of Isangel, Vanuatu",earthquake,7.3,1.8,0.037,71,reviewed,us,us
2019-12-03T22:23:12.720Z,-3.2231,150.7609,10,5.6,mww,,30,1.698,0.63,us,us60006lsm,2020-02-29T19:52:55.040Z,"71 km S of Kavieng, Papua New Guinea",earthquake,7,1.8,0.065,23,reviewed,us,us
2019-12-03T08:46:35.780Z,-18.5042,-70.576,38,6,mww,,82,0.258,1.38,us,us70006fh7,2020-07-10T17:55:35.215Z,"29 km W of Arica, Chile",earthquake,5.5,1.9,0.071,19,reviewed,us,us
2019-12-02T05:01:54.821Z,51.1867,-178.1001,28,6,mww,,57,0.578,1.03,us,us70006f6d,2021-11-17T03:56:40.586Z,"127 km SW of Adak, Alaska",earthquake,4.3,1.8,0.039,63,reviewed,us,us
2019-11-30T19:52:40.706Z,-26.6111,178.3264,614.01,5.5,mww,,17,4.226,0.91,us,us70006eu5,2020-02-19T18:58:25.040Z,south of the Fiji Islands,earthquake,9.5,4.5,0.089,12,reviewed,us,us
2019-11-30T07:44:21.562Z,13.8429,-91.893,19,5.7,mww,,157,0.704,1.17,us,us70006eqm,2020-02-19T18:58:23.040Z,"49 km S of Champerico, Guatemala",earthquake,7.4,1.9,0.054,33,reviewed,us,us
2019-11-28T00:26:29.388Z,-60.8961,-50.9118,10,5.5,mww,,50,3.801,0.67,us,us70006e09,2020-02-19T18:58:15.040Z,Scotia Sea,earthquake,3.7,1.7,0.05,39,reviewed,us,us
2019-11-27T10:00:39.869Z,-22.0859,-179.4697,564.12,5.5,mww,,23,4.907,0.76,us,us70006dnx,2020-02-19T18:58:11.040Z,south of the Fiji Islands,earthquake,10,5.2,0.08,15,reviewed,us,us
